"Payment method","Payment method"
Status,Status
"Status code","Status code"
"Transaction number","Transaction number"
Total,Total
"Amount available for capture","Amount available for capture"
"Refunded amount","Refunded amount"
"Amount available for refund","Amount available for refund"
label,label
"Worldline Online Payments configuration is located under the dedicated configuration section.","Worldline Online Payments configuration is located under the dedicated configuration section."
"Please, <a href=""%1"">click here</a> to proceed.","Please, <a href=""%1"">click here</a> to proceed."
"To retrieve the webhooks credentials, login to the Worldline Back Office.","To retrieve the webhooks credentials, login to the Worldline Back Office."
"Go to Configuration > Technical information > API settings > Webhooks Configuration","Go to Configuration > Technical information > API settings > Webhooks Configuration"
"and perform the following steps:","and perform the following steps:"
"Click on ""GENERATE WEBHOOKS API KEY""","Click on ""GENERATE WEBHOOKS API KEY"""
"Copy & Paste the WebhooksKeySecret immediately","Copy & Paste the WebhooksKeySecret immediately"
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","In ""Endpoints URLs"", paste the Webhooks URL of your store - see below"
"Click on ""SAVE"" to confirm your settings","Click on ""SAVE"" to confirm your settings"
"Webhook URL","Webhook URL"
"This URL must be specified in the worldline admin panel","This URL must be specified in the worldline admin panel"
Copy,Copy
Payment,Payment
"%1 with Worldline","%1 with Worldline"
title,title
"The credit memo's total must be positive.","The credit memo's total must be positive."
"You created the credit memo.","You created the credit memo."
"The credit memo request has been sent.","The credit memo request has been sent."
"We can't save the credit memo right now.","We can't save the credit memo right now."
"Payment details have been updated.","Payment details have been updated."
"A total of %1 record(s) have been updated.","A total of %1 record(s) have been updated."
"Something went wrong while updating log.","Something went wrong while updating log."
"Worldline Request Logs","Worldline Request Logs"
"Thank you for your order %1. Your order is still being processed and you will receive a confirmation e-mail. Please contact us in case you don't receive the confirmation within 10 minutes.","Thank you for your order %1. Your order is still being processed and you will receive a confirmation e-mail. Please contact us in case you don't receive the confirmation within 10 minutes."
"Your payment is being processed","Your payment is being processed"
"The payment has rejected, please, try again","The payment has rejected, please, try again"
"Waiting for payment confirmation","Waiting for payment confirmation"
"Sorry, but something went wrong","Sorry, but something went wrong"
"No authorization transaction to proceed capture.","No authorization transaction to proceed capture."
"""code"" value should be specified","""code"" value should be specified"
"Log error requests only","Log error requests only"
"Log all requests","Log all requests"
"Worldline payment methods require your attention.","Worldline payment methods require your attention."
"Go to <a href=""%1"">log grid</a> to see the details","Go to <a href=""%1"">log grid</a> to see the details"
"All Allowed Currencies","All Allowed Currencies"
"Specific Currencies","Specific Currencies"
"All Allowed Customer Groups","All Allowed Customer Groups"
"Specific Customer Groups","Specific Customer Groups"
"Final Authorization","Final Authorization"
Pre-Authorization,Pre-Authorization
Test,Test
Production,Production
Authorize,Authorize
"Authorize & Capture","Authorize & Capture"
"Unable to find Log with ID ""%1""","Unable to find Log with ID ""%1"""
"Cannot delete Log with id ""%1""","Cannot delete Log with id ""%1"""
"Could not save Log: %1","Could not save Log: %1"
"Could not save request to refund: %1","Could not save request to refund: %1"
"Payment details update has failed","Payment details update has failed"
"Invalid output model","Invalid output model"
"Invalid response model","Invalid response model"
"CancelPaymentApi has failed. Please contact the provider.","CancelPaymentApi has failed. Please contact the provider."
"CapturePayment request has failed","CapturePayment request has failed"
"GetPaymentDetailsApi request has failed","GetPaymentDetailsApi request has failed"
"GetPaymentProducts request has failed","GetPaymentProducts request has failed"
"GetPaymentApi request has failed. Please contact the provider.","GetPaymentApi request has failed. Please contact the provider."
"WorldLine refund has failed. Please contact the provider.","WorldLine refund has failed. Please contact the provider."
"WorldLine delete token has failed. Please contact the provider.","WorldLine delete token has failed. Please contact the provider."
"Thank you for your order %1.","Thank you for your order %1."
"Your order is still being processed and you will receive a confirmation e-mail.","Your order is still being processed and you will receive a confirmation e-mail."
"Please <a href=""%1"">Contact us</a> in case you don't receive the confirmation within %2 minutes.","Please <a href=""%1"">Contact us</a> in case you don't receive the confirmation within %2 minutes."
"Order %1 - Check the payment","Order %1 - Check the payment"
"Please wait, the payment is being processed...","Please wait, the payment is being processed..."
"About Worldline","About Worldline"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border."
"Create a test account","Create a test account"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through."
"Check out documentation","Check out documentation"
"Browse our API reference, our documentation and keep yourself up to date with the latest payment trends.","Browse our API reference, our documentation and keep yourself up to date with the latest payment trends."
"Visit our support site","Visit our support site"
"Get in touch","Get in touch"
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities."
"Contact our sales team","Contact our sales team"
"Worldline online payments version %1","Worldline online payments version %1"
"The latest version of the plugin is %1. Check for any updates.","The latest version of the plugin is %1. Check for any updates."
"Check for updates","Check for updates"
"Successful! Test again?","Successful! Test again?"
"Connection failed! Test again?","Connection failed! Test again?"
ending,ending
value,value
"Continue Shopping","Continue Shopping"
Loading...,Loading...
"Order Summary","Order Summary"
"Cart Subtotal","Cart Subtotal"
Discount,Discount
Shipping,Shipping
Tax,Tax
"Order Total","Order Total"
"Item in Cart","Item in Cart"
Qty,Qty
"Update data from Worldline","Update data from Worldline"
"Payment Refused","Payment Refused"
"Your payment has been refused.","Your payment has been refused."
expires,expires
"Place Order","Place Order"
Success!,Success!
"Payment details have been updated. The page will be reloaded.","Payment details have been updated. The page will be reloaded."
"There is nothing to update.","There is nothing to update."
Error!,Error!
"Something went wrong during getting data from the service.","Something went wrong during getting data from the service."
"Please use one of the following extensions : html, htm, dhtml","Please use one of the following extensions : html, htm, dhtml"
Save,Save
"Something went wrong. Please check your credentials","Something went wrong. Please check your credentials"
Worldline,Worldline
"Request Logs","Request Logs"
"Worldline Online Payments","Worldline Online Payments"
Connection,Connection
"Environment Mode","Environment Mode"
"API Key","API Key"
"API Secret","API Secret"
"Merchant ID (PSPID)","Merchant ID (PSPID)"
"Production API URL","Production API URL"
"Testing API URL","Testing API URL"
"Test Connection & Save Credentials","Test Connection & Save Credentials"
Webhook,Webhook
Key,Key
"Secret Key","Secret Key"
"To retrieve webhooks credentials, login to the Worldline Back Office","To retrieve webhooks credentials, login to the Worldline Back Office"
"Payment Methods","Payment Methods"
"Dynamic order status synchronization","Dynamic order status synchronization"
General,General
"Fallback Timeout","Fallback Timeout"
"If the payment process is failed, change the order status after the specified time.","If the payment process is failed, change the order status after the specified time."
"Defines after how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Defines after how long our systems will fetch automatically information from Worldline to retrieve the latest payment status."
"Fallback Timeout Limit","Fallback Timeout Limit"
"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit."
"Defines for how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Defines for how long our systems will fetch automatically information from Worldline to retrieve the latest payment status."
"Schedule (Cron Syntax)","Schedule (Cron Syntax)"
"Default value: every minute. <a href=""http://crontab.guru/"" target=""_blank"">Need help?</a>","Default value: every minute. <a href=""http://crontab.guru/"" target=""_blank"">Need help?</a>"
"Payment Refused Email Template","Payment Refused Email Template"
"Email Sender","Email Sender"
Debug,Debug
"Logging Records Lifetime (Days)","Logging Records Lifetime (Days)"
"Debug Logs","Debug Logs"
"Download Debug Log","Download Debug Log"
"Erase Debug Log","Erase Debug Log"
"Request Log Grid","Request Log Grid"
"Log mode","Log mode"
"Mark as processed","Mark as processed"
No,No
Yes,Yes
ID,ID
"Request Path","Request Path"
"Request Body","Request Body"
"Response Body","Response Body"
"Response Code","Response Code"
Processed,Processed
"Created At","Created At"
"Waiting for payment confirmation","Waiting for payment confirmation"
"Please wait, the payment is being processed...","Please wait, the payment is being processed..."
"The cart isn\'t active.","The cart is not active."
"Your payment is being processed","Your payment is being processed"
"Order %1 - Check the payment","Order %1 - Check the payment"
"Trigger an Authentication for Every Payment","Trigger an Authentication for Every Payment"
"Request 3DS Exemption","Request 3DS Exemption"
"Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow.","Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow."
"Fraud Information","Fraud Information"
Result,Result
Liability,Liability
Exemption,Exemption
Authentication status,Authentication status
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth."
"Enable Payment","Enable Payment"
"Request a new feature","Request a new feature"
"If you would like to propose a new feature, feel free to fill in the form.","If you would like to propose a new feature, feel free to fill in the form."
"The identifier of your Worldline account","The identifier of your Worldline account"
"Your company name","Your company name"
"Please explain how our payment plugin can be further improved","Please explain how our payment plugin can be further improved"
"Are you sure you want to do this? All webhook data will be removed.","Are you sure you want to do this? All webhook data will be removed."
"Company Name","Company Name"
"Submit","Submit"
"If you want to leave any feature suggestions, feel free to fill in the form.","If you want to leave any feature suggestions, feel free to fill in the form."
"Message","Message"
